Unidade da Federação;Internações;mes;ano;mes_ano
22 Piauí;226;Dez;2014;2014-12-01
27 Alagoas;257;Dez;2014;2014-12-01
28 Sergipe;252;Dez;2014;2014-12-01
24 Rio Grande do Norte;305;Dez;2014;2014-12-01
32 Espírito Santo;235;Dez;2014;2014-12-01
53 Distrito Federal;137;Dez;2014;2014-12-01
51 Mato Grosso;219;Dez;2014;2014-12-01
50 Mato Grosso do Sul;247;Dez;2014;2014-12-01
17 Tocantins;153;Dez;2014;2014-12-01
16 Amapá;112;Dez;2014;2014-12-01
11 Rondônia;164;Dez;2014;2014-12-01
12 Acre;56;Dez;2014;2014-12-01
14 Roraima;5;Dez;2014;2014-12-01
35 São Paulo;2722;Jan;2015;2015-01-01
29 Bahia;1522;Jan;2015;2015-01-01
31 Minas Gerais;1397;Jan;2015;2015-01-01
33 Rio de Janeiro;1216;Jan;2015;2015-01-01
26 Pernambuco;811;Jan;2015;2015-01-01
23 Ceará;857;Jan;2015;2015-01-01
41 Paraná;812;Jan;2015;2015-01-01
15 Pará;620;Jan;2015;2015-01-01
43 Rio Grande do Sul;586;Jan;2015;2015-01-01
21 Maranhão;628;Jan;2015;2015-01-01
42 Santa Catarina;591;Jan;2015;2015-01-01
13 Amazonas;417;Jan;2015;2015-01-01
52 Goiás;330;Jan;2015;2015-01-01
25 Paraíba;271;Jan;2015;2015-01-01
22 Piauí;280;Jan;2015;2015-01-01
27 Alagoas;320;Jan;2015;2015-01-01
28 Sergipe;263;Jan;2015;2015-01-01
24 Rio Grande do Norte;343;Jan;2015;2015-01-01
32 Espírito Santo;255;Jan;2015;2015-01-01
53 Distrito Federal;214;Jan;2015;2015-01-01
51 Mato Grosso;220;Jan;2015;2015-01-01
50 Mato Grosso do Sul;197;Jan;2015;2015-01-01
17 Tocantins;164;Jan;2015;2015-01-01
16 Amapá;116;Jan;2015;2015-01-01
11 Rondônia;105;Jan;2015;2015-01-01
12 Acre;102;Jan;2015;2015-01-01
14 Roraima;103;Jan;2015;2015-01-01
35 São Paulo;2428;Fev;2015;2015-02-01
29 Bahia;1439;Fev;2015;2015-02-01
31 Minas Gerais;1321;Fev;2015;2015-02-01
33 Rio de Janeiro;1105;Fev;2015;2015-02-01
26 Pernambuco;801;Fev;2015;2015-02-01
23 Ceará;733;Fev;2015;2015-02-01
41 Paraná;691;Fev;2015;2015-02-01
15 Pará;621;Fev;2015;2015-02-01
43 Rio Grande do Sul;526;Fev;2015;2015-02-01
21 Maranhão;632;Fev;2015;2015-02-01
42 Santa Catarina;489;Fev;2015;2015-02-01
13 Amazonas;410;Fev;2015;2015-02-01
52 Goiás;315;Fev;2015;2015-02-01
25 Paraíba;308;Fev;2015;2015-02-01
22 Piauí;336;Fev;2015;2015-02-01
27 Alagoas;247;Fev;2015;2015-02-01
28 Sergipe;271;Fev;2015;2015-02-01
24 Rio Grande do Norte;289;Fev;2015;2015-02-01
32 Espírito Santo;211;Fev;2015;2015-02-01
53 Distrito Federal;138;Fev;2015;2015-02-01
51 Mato Grosso;239;Fev;2015;2015-02-01
50 Mato Grosso do Sul;213;Fev;2015;2015-02-01
17 Tocantins;165;Fev;2015;2015-02-01
16 Amapá;105;Fev;2015;2015-02-01
11 Rondônia;159;Fev;2015;2015-02-01
12 Acre;108;Fev;2015;2015-02-01
14 Roraima;114;Fev;2015;2015-02-01
35 São Paulo;2517;Mar;2015;2015-03-01
29 Bahia;1454;Mar;2015;2015-03-01
31 Minas Gerais;1363;Mar;2015;2015-03-01
33 Rio de Janeiro;1333;Mar;2015;2015-03-01
26 Pernambuco;883;Mar;2015;2015-03-01
23 Ceará;790;Mar;2015;2015-03-01
41 Paraná;677;Mar;2015;2015-03-01
15 Pará;601;Mar;2015;2015-03-01
43 Rio Grande do Sul;559;Mar;2015;2015-03-01
21 Maranhão;702;Mar;2015;2015-03-01
42 Santa Catarina;514;Mar;2015;2015-03-01
13 Amazonas;473;Mar;2015;2015-03-01
52 Goiás;337;Mar;2015;2015-03-01
25 Paraíba;288;Mar;2015;2015-03-01
22 Piauí;245;Mar;2015;2015-03-01
27 Alagoas;261;Mar;2015;2015-03-01
28 Sergipe;260;Mar;2015;2015-03-01
24 Rio Grande do Norte;317;Mar;2015;2015-03-01
32 Espírito Santo;212;Mar;2015;2015-03-01
53 Distrito Federal;242;Mar;2015;2015-03-01
51 Mato Grosso;204;Mar;2015;2015-03-01
50 Mato Grosso do Sul;151;Mar;2015;2015-03-01
17 Tocantins;160;Mar;2015;2015-03-01
16 Amapá;118;Mar;2015;2015-03-01
11 Rondônia;147;Mar;2015;2015-03-01
12 Acre;112;Mar;2015;2015-03-01
14 Roraima;102;Mar;2015;2015-03-01
35 São Paulo;2384;Abr;2015;2015-04-01
29 Bahia;1276;Abr;2015;2015-04-01
31 Minas Gerais;1215;Abr;2015;2015-04-01
33 Rio de Janeiro;1145;Abr;2015;2015-04-01
26 Pernambuco;848;Abr;2015;2015-04-01
23 Ceará;790;Abr;2015;2015-04-01
41 Paraná;682;Abr;2015;2015-04-01
15 Pará;673;Abr;2015;2015-04-01
43 Rio Grande do Sul;547;Abr;2015;2015-04-01
21 Maranhão;612;Abr;2015;2015-04-01
42 Santa Catarina;407;Abr;2015;2015-04-01
13 Amazonas;466;Abr;2015;2015-04-01
52 Goiás;314;Abr;2015;2015-04-01
25 Paraíba;280;Abr;2015;2015-04-01
22 Piauí;296;Abr;2015;2015-04-01
27 Alagoas;254;Abr;2015;2015-04-01
28 Sergipe;349;Abr;2015;2015-04-01
24 Rio Grande do Norte;310;Abr;2015;2015-04-01
32 Espírito Santo;223;Abr;2015;2015-04-01
53 Distrito Federal;198;Abr;2015;2015-04-01
51 Mato Grosso;237;Abr;2015;2015-04-01
50 Mato Grosso do Sul;171;Abr;2015;2015-04-01
17 Tocantins;168;Abr;2015;2015-04-01
16 Amapá;136;Abr;2015;2015-04-01
11 Rondônia;96;Abr;2015;2015-04-01
12 Acre;98;Abr;2015;2015-04-01
14 Roraima;115;Abr;2015;2015-04-01
35 São Paulo;2513;Mai;2015;2015-05-01
29 Bahia;1441;Mai;2015;2015-05-01
31 Minas Gerais;1343;Mai;2015;2015-05-01
33 Rio de Janeiro;1146;Mai;2015;2015-05-01
26 Pernambuco;869;Mai;2015;2015-05-01
23 Ceará;772;Mai;2015;2015-05-01
41 Paraná;728;Mai;2015;2015-05-01
15 Pará;687;Mai;2015;2015-05-01
43 Rio Grande do Sul;611;Mai;2015;2015-05-01
21 Maranhão;727;Mai;2015;2015-05-01
42 Santa Catarina;398;Mai;2015;2015-05-01
13 Amazonas;492;Mai;2015;2015-05-01
52 Goiás;310;Mai;2015;2015-05-01
25 Paraíba;271;Mai;2015;2015-05-01
22 Piauí;318;Mai;2015;2015-05-01
27 Alagoas;237;Mai;2015;2015-05-01
28 Sergipe;230;Mai;2015;2015-05-01
24 Rio Grande do Norte;338;Mai;2015;2015-05-01
32 Espírito Santo;239;Mai;2015;2015-05-01
53 Distrito Federal;267;Mai;2015;2015-05-01
51 Mato Grosso;221;Mai;2015;2015-05-01
50 Mato Grosso do Sul;191;Mai;2015;2015-05-01
17 Tocantins;137;Mai;2015;2015-05-01
16 Amapá;120;Mai;2015;2015-05-01
11 Rondônia;144;Mai;2015;2015-05-01
12 Acre;104;Mai;2015;2015-05-01
14 Roraima;99;Mai;2015;2015-05-01
35 São Paulo;2537;Jun;2015;2015-06-01
29 Bahia;1252;Jun;2015;2015-06-01
31 Minas Gerais;1271;Jun;2015;2015-06-01
33 Rio de Janeiro;1272;Jun;2015;2015-06-01
26 Pernambuco;814;Jun;2015;2015-06-01
23 Ceará;751;Jun;2015;2015-06-01
41 Paraná;738;Jun;2015;2015-06-01
15 Pará;773;Jun;2015;2015-06-01
43 Rio Grande do Sul;563;Jun;2015;2015-06-01
21 Maranhão;684;Jun;2015;2015-06-01
42 Santa Catarina;441;Jun;2015;2015-06-01
13 Amazonas;519;Jun;2015;2015-06-01
52 Goiás;314;Jun;2015;2015-06-01
25 Paraíba;243;Jun;2015;2015-06-01
22 Piauí;336;Jun;2015;2015-06-01
27 Alagoas;232;Jun;2015;2015-06-01
28 Sergipe;261;Jun;2015;2015-06-01
24 Rio Grande do Norte;284;Jun;2015;2015-06-01
32 Espírito Santo;207;Jun;2015;2015-06-01
53 Distrito Federal;186;Jun;2015;2015-06-01
51 Mato Grosso;242;Jun;2015;2015-06-01
50 Mato Grosso do Sul;140;Jun;2015;2015-06-01
17 Tocantins;158;Jun;2015;2015-06-01
16 Amapá;159;Jun;2015;2015-06-01
11 Rondônia;131;Jun;2015;2015-06-01
12 Acre;84;Jun;2015;2015-06-01
14 Roraima;79;Jun;2015;2015-06-01
35 São Paulo;2768;Jul;2015;2015-07-01
29 Bahia;1447;Jul;2015;2015-07-01
31 Minas Gerais;1320;Jul;2015;2015-07-01
33 Rio de Janeiro;1592;Jul;2015;2015-07-01
26 Pernambuco;758;Jul;2015;2015-07-01
23 Ceará;798;Jul;2015;2015-07-01
41 Paraná;739;Jul;2015;2015-07-01
15 Pará;665;Jul;2015;2015-07-01
43 Rio Grande do Sul;566;Jul;2015;2015-07-01
21 Maranhão;680;Jul;2015;2015-07-01
42 Santa Catarina;442;Jul;2015;2015-07-01
13 Amazonas;496;Jul;2015;2015-07-01
52 Goiás;323;Jul;2015;2015-07-01
25 Paraíba;309;Jul;2015;2015-07-01
22 Piauí;307;Jul;2015;2015-07-01
27 Alagoas;329;Jul;2015;2015-07-01
28 Sergipe;259;Jul;2015;2015-07-01
24 Rio Grande do Norte;394;Jul;2015;2015-07-01
32 Espírito Santo;287;Jul;2015;2015-07-01
53 Distrito Federal;177;Jul;2015;2015-07-01
51 Mato Grosso;227;Jul;2015;2015-07-01
50 Mato Grosso do Sul;196;Jul;2015;2015-07-01
17 Tocantins;144;Jul;2015;2015-07-01
16 Amapá;107;Jul;2015;2015-07-01
11 Rondônia;125;Jul;2015;2015-07-01
12 Acre;102;Jul;2015;2015-07-01
14 Roraima;104;Jul;2015;2015-07-01
35 São Paulo;2855;Ago;2015;2015-08-01
29 Bahia;1459;Ago;2015;2015-08-01
31 Minas Gerais;1401;Ago;2015;2015-08-01
33 Rio de Janeiro;1427;Ago;2015;2015-08-01
26 Pernambuco;817;Ago;2015;2015-08-01
23 Ceará;803;Ago;2015;2015-08-01
41 Paraná;767;Ago;2015;2015-08-01
15 Pará;709;Ago;2015;2015-08-01
43 Rio Grande do Sul;593;Ago;2015;2015-08-01
21 Maranhão;619;Ago;2015;2015-08-01
42 Santa Catarina;501;Ago;2015;2015-08-01
13 Amazonas;475;Ago;2015;2015-08-01
52 Goiás;346;Ago;2015;2015-08-01
25 Paraíba;319;Ago;2015;2015-08-01
22 Piauí;363;Ago;2015;2015-08-01
27 Alagoas;255;Ago;2015;2015-08-01
28 Sergipe;263;Ago;2015;2015-08-01
24 Rio Grande do Norte;260;Ago;2015;2015-08-01
32 Espírito Santo;234;Ago;2015;2015-08-01
53 Distrito Federal;209;Ago;2015;2015-08-01
51 Mato Grosso;266;Ago;2015;2015-08-01
50 Mato Grosso do Sul;207;Ago;2015;2015-08-01
17 Tocantins;163;Ago;2015;2015-08-01
16 Amapá;109;Ago;2015;2015-08-01
11 Rondônia;128;Ago;2015;2015-08-01
12 Acre;129;Ago;2015;2015-08-01
14 Roraima;116;Ago;2015;2015-08-01
35 São Paulo;2842;Set;2015;2015-09-01
29 Bahia;1623;Set;2015;2015-09-01
31 Minas Gerais;1479;Set;2015;2015-09-01
33 Rio de Janeiro;1470;Set;2015;2015-09-01
26 Pernambuco;812;Set;2015;2015-09-01
23 Ceará;919;Set;2015;2015-09-01
41 Paraná;692;Set;2015;2015-09-01
15 Pará;685;Set;2015;2015-09-01
43 Rio Grande do Sul;562;Set;2015;2015-09-01
21 Maranhão;591;Set;2015;2015-09-01
42 Santa Catarina;509;Set;2015;2015-09-01
13 Amazonas;428;Set;2015;2015-09-01
52 Goiás;334;Set;2015;2015-09-01
25 Paraíba;226;Set;2015;2015-09-01
22 Piauí;346;Set;2015;2015-09-01
27 Alagoas;284;Set;2015;2015-09-01
28 Sergipe;246;Set;2015;2015-09-01
24 Rio Grande do Norte;300;Set;2015;2015-09-01
32 Espírito Santo;222;Set;2015;2015-09-01
53 Distrito Federal;194;Set;2015;2015-09-01
51 Mato Grosso;264;Set;2015;2015-09-01
50 Mato Grosso do Sul;177;Set;2015;2015-09-01
17 Tocantins;147;Set;2015;2015-09-01
16 Amapá;107;Set;2015;2015-09-01
11 Rondônia;181;Set;2015;2015-09-01
12 Acre;108;Set;2015;2015-09-01
14 Roraima;162;Set;2015;2015-09-01
35 São Paulo;2932;Out;2015;2015-10-01
29 Bahia;1506;Out;2015;2015-10-01
31 Minas Gerais;1446;Out;2015;2015-10-01
33 Rio de Janeiro;1492;Out;2015;2015-10-01
26 Pernambuco;774;Out;2015;2015-10-01
23 Ceará;815;Out;2015;2015-10-01
41 Paraná;847;Out;2015;2015-10-01
15 Pará;681;Out;2015;2015-10-01
43 Rio Grande do Sul;596;Out;2015;2015-10-01
21 Maranhão;637;Out;2015;2015-10-01
42 Santa Catarina;611;Out;2015;2015-10-01
13 Amazonas;427;Out;2015;2015-10-01
52 Goiás;307;Out;2015;2015-10-01
25 Paraíba;287;Out;2015;2015-10-01
22 Piauí;372;Out;2015;2015-10-01
27 Alagoas;275;Out;2015;2015-10-01
28 Sergipe;325;Out;2015;2015-10-01
24 Rio Grande do Norte;277;Out;2015;2015-10-01
32 Espírito Santo;230;Out;2015;2015-10-01
53 Distrito Federal;142;Out;2015;2015-10-01
51 Mato Grosso;261;Out;2015;2015-10-01
50 Mato Grosso do Sul;208;Out;2015;2015-10-01
17 Tocantins;160;Out;2015;2015-10-01
16 Amapá;113;Out;2015;2015-10-01
11 Rondônia;132;Out;2015;2015-10-01
12 Acre;138;Out;2015;2015-10-01
14 Roraima;98;Out;2015;2015-10-01
35 São Paulo;2799;Nov;2015;2015-11-01
29 Bahia;1713;Nov;2015;2015-11-01
31 Minas Gerais;1372;Nov;2015;2015-11-01
33 Rio de Janeiro;1308;Nov;2015;2015-11-01
26 Pernambuco;860;Nov;2015;2015-11-01
23 Ceará;865;Nov;2015;2015-11-01
41 Paraná;789;Nov;2015;2015-11-01
15 Pará;654;Nov;2015;2015-11-01
43 Rio Grande do Sul;582;Nov;2015;2015-11-01
21 Maranhão;603;Nov;2015;2015-11-01
42 Santa Catarina;519;Nov;2015;2015-11-01
13 Amazonas;446;Nov;2015;2015-11-01
52 Goiás;383;Nov;2015;2015-11-01
25 Paraíba;253;Nov;2015;2015-11-01
22 Piauí;324;Nov;2015;2015-11-01
27 Alagoas;360;Nov;2015;2015-11-01
28 Sergipe;337;Nov;2015;2015-11-01
24 Rio Grande do Norte;356;Nov;2015;2015-11-01
32 Espírito Santo;259;Nov;2015;2015-11-01
53 Distrito Federal;132;Nov;2015;2015-11-01
51 Mato Grosso;267;Nov;2015;2015-11-01
50 Mato Grosso do Sul;193;Nov;2015;2015-11-01
17 Tocantins;168;Nov;2015;2015-11-01
16 Amapá;105;Nov;2015;2015-11-01
11 Rondônia;161;Nov;2015;2015-11-01
12 Acre;128;Nov;2015;2015-11-01
14 Roraima;104;Nov;2015;2015-11-01
35 São Paulo;2646;Dez;2015;2015-12-01
29 Bahia;1439;Dez;2015;2015-12-01
31 Minas Gerais;1384;Dez;2015;2015-12-01
33 Rio de Janeiro;1338;Dez;2015;2015-12-01
26 Pernambuco;800;Dez;2015;2015-12-01
23 Ceará;853;Dez;2015;2015-12-01
41 Paraná;790;Dez;2015;2015-12-01
15 Pará;619;Dez;2015;2015-12-01
43 Rio Grande do Sul;579;Dez;2015;2015-12-01
21 Maranhão;619;Dez;2015;2015-12-01
42 Santa Catarina;441;Dez;2015;2015-12-01
13 Amazonas;416;Dez;2015;2015-12-01
52 Goiás;384;Dez;2015;2015-12-01
25 Paraíba;265;Dez;2015;2015-12-01
22 Piauí;338;Dez;2015;2015-12-01
27 Alagoas;298;Dez;2015;2015-12-01
28 Sergipe;280;Dez;2015;2015-12-01
24 Rio Grande do Norte;316;Dez;2015;2015-12-01
32 Espírito Santo;220;Dez;2015;2015-12-01
53 Distrito Federal;211;Dez;2015;2015-12-01
51 Mato Grosso;228;Dez;2015;2015-12-01
50 Mato Grosso do Sul;140;Dez;2015;2015-12-01
17 Tocantins;85;Dez;2015;2015-12-01
16 Amapá;92;Dez;2015;2015-12-01
11 Rondônia;140;Dez;2015;2015-12-01
12 Acre;79;Dez;2015;2015-12-01
14 Roraima;46;Dez;2015;2015-12-01
35 São Paulo;2597;Jan;2016;2016-01-01
29 Bahia;1487;Jan;2016;2016-01-01
31 Minas Gerais;1317;Jan;2016;2016-01-01
33 Rio de Janeiro;1204;Jan;2016;2016-01-01
26 Pernambuco;791;Jan;2016;2016-01-01
23 Ceará;819;Jan;2016;2016-01-01
41 Paraná;762;Jan;2016;2016-01-01
15 Pará;634;Jan;2016;2016-01-01
43 Rio Grande do Sul;597;Jan;2016;2016-01-01
21 Maranhão;648;Jan;2016;2016-01-01
42 Santa Catarina;640;Jan;2016;2016-01-01
13 Amazonas;417;Jan;2016;2016-01-01
52 Goiás;333;Jan;2016;2016-01-01
25 Paraíba;229;Jan;2016;2016-01-01
22 Piauí;280;Jan;2016;2016-01-01
27 Alagoas;303;Jan;2016;2016-01-01
28 Sergipe;253;Jan;2016;2016-01-01
24 Rio Grande do Norte;278;Jan;2016;2016-01-01
32 Espírito Santo;246;Jan;2016;2016-01-01
53 Distrito Federal;158;Jan;2016;2016-01-01
51 Mato Grosso;204;Jan;2016;2016-01-01
50 Mato Grosso do Sul;168;Jan;2016;2016-01-01
17 Tocantins;139;Jan;2016;2016-01-01
16 Amapá;92;Jan;2016;2016-01-01
11 Rondônia;133;Jan;2016;2016-01-01
12 Acre;122;Jan;2016;2016-01-01
14 Roraima;123;Jan;2016;2016-01-01
35 São Paulo;2476;Fev;2016;2016-02-01
29 Bahia;1347;Fev;2016;2016-02-01
31 Minas Gerais;1300;Fev;2016;2016-02-01
33 Rio de Janeiro;1184;Fev;2016;2016-02-01
26 Pernambuco;731;Fev;2016;2016-02-01
23 Ceará;768;Fev;2016;2016-02-01
41 Paraná;660;Fev;2016;2016-02-01
15 Pará;599;Fev;2016;2016-02-01
43 Rio Grande do Sul;525;Fev;2016;2016-02-01
21 Maranhão;556;Fev;2016;2016-02-01
42 Santa Catarina;513;Fev;2016;2016-02-01
13 Amazonas;408;Fev;2016;2016-02-01
52 Goiás;312;Fev;2016;2016-02-01
25 Paraíba;254;Fev;2016;2016-02-01
22 Piauí;400;Fev;2016;2016-02-01
27 Alagoas;303;Fev;2016;2016-02-01
28 Sergipe;212;Fev;2016;2016-02-01
24 Rio Grande do Norte;270;Fev;2016;2016-02-01
32 Espírito Santo;244;Fev;2016;2016-02-01
53 Distrito Federal;212;Fev;2016;2016-02-01
51 Mato Grosso;247;Fev;2016;2016-02-01
50 Mato Grosso do Sul;142;Fev;2016;2016-02-01
17 Tocantins;158;Fev;2016;2016-02-01
16 Amapá;96;Fev;2016;2016-02-01
11 Rondônia;114;Fev;2016;2016-02-01
12 Acre;105;Fev;2016;2016-02-01
14 Roraima;65;Fev;2016;2016-02-01
35 São Paulo;2513;Mar;2016;2016-03-01
29 Bahia;1235;Mar;2016;2016-03-01
31 Minas Gerais;1218;Mar;2016;2016-03-01
33 Rio de Janeiro;1264;Mar;2016;2016-03-01
26 Pernambuco;722;Mar;2016;2016-03-01
23 Ceará;720;Mar;2016;2016-03-01
41 Paraná;736;Mar;2016;2016-03-01
15 Pará;643;Mar;2016;2016-03-01
43 Rio Grande do Sul;539;Mar;2016;2016-03-01
21 Maranhão;591;Mar;2016;2016-03-01
42 Santa Catarina;543;Mar;2016;2016-03-01
13 Amazonas;426;Mar;2016;2016-03-01
52 Goiás;304;Mar;2016;2016-03-01
25 Paraíba;249;Mar;2016;2016-03-01
22 Piauí;282;Mar;2016;2016-03-01
27 Alagoas;213;Mar;2016;2016-03-01
28 Sergipe;201;Mar;2016;2016-03-01
24 Rio Grande do Norte;281;Mar;2016;2016-03-01
32 Espírito Santo;230;Mar;2016;2016-03-01
53 Distrito Federal;275;Mar;2016;2016-03-01
51 Mato Grosso;222;Mar;2016;2016-03-01
50 Mato Grosso do Sul;105;Mar;2016;2016-03-01
17 Tocantins;156;Mar;2016;2016-03-01
16 Amapá;92;Mar;2016;2016-03-01
11 Rondônia;143;Mar;2016;2016-03-01
12 Acre;128;Mar;2016;2016-03-01
14 Roraima;78;Mar;2016;2016-03-01
35 São Paulo;2358;Abr;2016;2016-04-01
29 Bahia;1464;Abr;2016;2016-04-01
31 Minas Gerais;1161;Abr;2016;2016-04-01
33 Rio de Janeiro;1117;Abr;2016;2016-04-01
26 Pernambuco;637;Abr;2016;2016-04-01
23 Ceará;679;Abr;2016;2016-04-01
41 Paraná;645;Abr;2016;2016-04-01
15 Pará;617;Abr;2016;2016-04-01
43 Rio Grande do Sul;528;Abr;2016;2016-04-01
21 Maranhão;579;Abr;2016;2016-04-01
42 Santa Catarina;436;Abr;2016;2016-04-01
13 Amazonas;394;Abr;2016;2016-04-01
52 Goiás;274;Abr;2016;2016-04-01
25 Paraíba;219;Abr;2016;2016-04-01
22 Piauí;342;Abr;2016;2016-04-01
27 Alagoas;235;Abr;2016;2016-04-01
28 Sergipe;211;Abr;2016;2016-04-01
24 Rio Grande do Norte;288;Abr;2016;2016-04-01
32 Espírito Santo;216;Abr;2016;2016-04-01
53 Distrito Federal;177;Abr;2016;2016-04-01
51 Mato Grosso;207;Abr;2016;2016-04-01
50 Mato Grosso do Sul;115;Abr;2016;2016-04-01
17 Tocantins;129;Abr;2016;2016-04-01
16 Amapá;106;Abr;2016;2016-04-01
11 Rondônia;139;Abr;2016;2016-04-01
12 Acre;69;Abr;2016;2016-04-01
14 Roraima;119;Abr;2016;2016-04-01
35 São Paulo;2343;Mai;2016;2016-05-01
29 Bahia;1287;Mai;2016;2016-05-01
31 Minas Gerais;1182;Mai;2016;2016-05-01
33 Rio de Janeiro;948;Mai;2016;2016-05-01
26 Pernambuco;664;Mai;2016;2016-05-01
23 Ceará;767;Mai;2016;2016-05-01
41 Paraná;702;Mai;2016;2016-05-01
15 Pará;611;Mai;2016;2016-05-01
43 Rio Grande do Sul;484;Mai;2016;2016-05-01
21 Maranhão;544;Mai;2016;2016-05-01
42 Santa Catarina;510;Mai;2016;2016-05-01
13 Amazonas;471;Mai;2016;2016-05-01
52 Goiás;322;Mai;2016;2016-05-01
25 Paraíba;213;Mai;2016;2016-05-01
22 Piauí;242;Mai;2016;2016-05-01
27 Alagoas;179;Mai;2016;2016-05-01
28 Sergipe;227;Mai;2016;2016-05-01
24 Rio Grande do Norte;204;Mai;2016;2016-05-01
32 Espírito Santo;243;Mai;2016;2016-05-01
53 Distrito Federal;215;Mai;2016;2016-05-01
51 Mato Grosso;172;Mai;2016;2016-05-01
50 Mato Grosso do Sul;115;Mai;2016;2016-05-01
17 Tocantins;159;Mai;2016;2016-05-01
16 Amapá;98;Mai;2016;2016-05-01
11 Rondônia;136;Mai;2016;2016-05-01
12 Acre;131;Mai;2016;2016-05-01
14 Roraima;86;Mai;2016;2016-05-01
35 São Paulo;2326;Jun;2016;2016-06-01
29 Bahia;1368;Jun;2016;2016-06-01
31 Minas Gerais;1195;Jun;2016;2016-06-01
33 Rio de Janeiro;969;Jun;2016;2016-06-01
26 Pernambuco;619;Jun;2016;2016-06-01
23 Ceará;726;Jun;2016;2016-06-01
41 Paraná;649;Jun;2016;2016-06-01
15 Pará;565;Jun;2016;2016-06-01
43 Rio Grande do Sul;456;Jun;2016;2016-06-01
21 Maranhão;530;Jun;2016;2016-06-01
42 Santa Catarina;471;Jun;2016;2016-06-01
13 Amazonas;429;Jun;2016;2016-06-01
52 Goiás;301;Jun;2016;2016-06-01
25 Paraíba;255;Jun;2016;2016-06-01
22 Piauí;315;Jun;2016;2016-06-01
27 Alagoas;270;Jun;2016;2016-06-01
28 Sergipe;214;Jun;2016;2016-06-01
24 Rio Grande do Norte;240;Jun;2016;2016-06-01
32 Espírito Santo;215;Jun;2016;2016-06-01
53 Distrito Federal;231;Jun;2016;2016-06-01
51 Mato Grosso;190;Jun;2016;2016-06-01
50 Mato Grosso do Sul;149;Jun;2016;2016-06-01
17 Tocantins;136;Jun;2016;2016-06-01
16 Amapá;104;Jun;2016;2016-06-01
11 Rondônia;142;Jun;2016;2016-06-01
12 Acre;141;Jun;2016;2016-06-01
14 Roraima;118;Jun;2016;2016-06-01
35 São Paulo;2556;Jul;2016;2016-07-01
29 Bahia;1363;Jul;2016;2016-07-01
31 Minas Gerais;1267;Jul;2016;2016-07-01
33 Rio de Janeiro;1131;Jul;2016;2016-07-01
26 Pernambuco;670;Jul;2016;2016-07-01
23 Ceará;689;Jul;2016;2016-07-01
41 Paraná;712;Jul;2016;2016-07-01
15 Pará;500;Jul;2016;2016-07-01
43 Rio Grande do Sul;503;Jul;2016;2016-07-01
21 Maranhão;527;Jul;2016;2016-07-01
42 Santa Catarina;466;Jul;2016;2016-07-01
13 Amazonas;462;Jul;2016;2016-07-01
52 Goiás;325;Jul;2016;2016-07-01
25 Paraíba;240;Jul;2016;2016-07-01
22 Piauí;307;Jul;2016;2016-07-01
27 Alagoas;279;Jul;2016;2016-07-01
28 Sergipe;249;Jul;2016;2016-07-01
24 Rio Grande do Norte;214;Jul;2016;2016-07-01
32 Espírito Santo;255;Jul;2016;2016-07-01
53 Distrito Federal;191;Jul;2016;2016-07-01
51 Mato Grosso;206;Jul;2016;2016-07-01
50 Mato Grosso do Sul;140;Jul;2016;2016-07-01
17 Tocantins;141;Jul;2016;2016-07-01
16 Amapá;81;Jul;2016;2016-07-01
11 Rondônia;146;Jul;2016;2016-07-01
12 Acre;138;Jul;2016;2016-07-01
14 Roraima;133;Jul;2016;2016-07-01
35 São Paulo;2730;Ago;2016;2016-08-01
29 Bahia;1491;Ago;2016;2016-08-01
31 Minas Gerais;1301;Ago;2016;2016-08-01
33 Rio de Janeiro;1180;Ago;2016;2016-08-01
26 Pernambuco;686;Ago;2016;2016-08-01
23 Ceará;693;Ago;2016;2016-08-01
41 Paraná;763;Ago;2016;2016-08-01
15 Pará;682;Ago;2016;2016-08-01
43 Rio Grande do Sul;575;Ago;2016;2016-08-01
21 Maranhão;548;Ago;2016;2016-08-01
42 Santa Catarina;530;Ago;2016;2016-08-01
13 Amazonas;475;Ago;2016;2016-08-01
52 Goiás;345;Ago;2016;2016-08-01
25 Paraíba;279;Ago;2016;2016-08-01
22 Piauí;315;Ago;2016;2016-08-01
27 Alagoas;234;Ago;2016;2016-08-01
28 Sergipe;248;Ago;2016;2016-08-01
24 Rio Grande do Norte;251;Ago;2016;2016-08-01
32 Espírito Santo;261;Ago;2016;2016-08-01
53 Distrito Federal;232;Ago;2016;2016-08-01
51 Mato Grosso;189;Ago;2016;2016-08-01
50 Mato Grosso do Sul;131;Ago;2016;2016-08-01
17 Tocantins;151;Ago;2016;2016-08-01
16 Amapá;129;Ago;2016;2016-08-01
11 Rondônia;167;Ago;2016;2016-08-01
12 Acre;113;Ago;2016;2016-08-01
14 Roraima;102;Ago;2016;2016-08-01
35 São Paulo;2902;Set;2016;2016-09-01
29 Bahia;1478;Set;2016;2016-09-01
31 Minas Gerais;1420;Set;2016;2016-09-01
33 Rio de Janeiro;1243;Set;2016;2016-09-01
26 Pernambuco;721;Set;2016;2016-09-01
23 Ceará;864;Set;2016;2016-09-01
41 Paraná;793;Set;2016;2016-09-01
15 Pará;571;Set;2016;2016-09-01
43 Rio Grande do Sul;580;Set;2016;2016-09-01
21 Maranhão;547;Set;2016;2016-09-01
42 Santa Catarina;589;Set;2016;2016-09-01
